Year,Locationabbr,Locationdesc,Class,Topic,Question,Response,Break_Out,Break_Out_Category,Sample_Size,Data_value,Confidence_limit_Low,Confidence_limit_High,Display_order,Data_value_unit,Data_value_type,Data_Value_Footnote_Symbol,Data_Value_Footnote,DataSource,ClassId,TopicId,LocationID,BreakoutID,BreakOutCategoryID,QuestionID,ResponseID,GeoLocation
2021,MD,Maryland,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,45-54,Age Group,704,26.5,24.3,28.8,3681,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,24,AGE04,CAT3,_MENT14D,RESP223,"(39.29058096400047, -76.60926011099963)"
2021,DC,District of Columbia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Some post-H.S.,Education Attained,110,27.0,21.2,32.8,3720,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,11,EDUCA3,CAT5,_MENT14D,RESP223,"(38.89037138500049, -77.03196112699965)"
2021,CT,Connecticut,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,92,61.4,51.0,71.9,3704,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,09,RACE06,CAT4,_MENT14D,RESP222,"(41.56266102000046, -72.64984095199964)"
2021,MN,Minnesota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"White, non-Hispanic",Race/Ethnicity,3726,29.5,28.5,30.5,3690,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,27,RACE01,CAT4,_MENT14D,RESP223,"(46.35564873600049, -94.79420050299967)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Less than $15,000",Household Income,71,31.0,23.5,38.6,3727,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,INCOME01,CAT6,_MENT14D,RESP224,"(32.84057112200048, -86.63186076199969)"
2021,GU,Guam,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$50,000-$99,999",Household Income,265,61.1,51.5,70.7,3737,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,66,INCOME05,CAT6,_MENT14D,RESP222,"(13.444304, 144.793731)"
2021,NJ,New Jersey,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,18-24,Age Group,204,38.9,33.1,44.6,3672,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,34,AGE01,CAT3,_MENT14D,RESP223,"(40.13057004800049, -74.27369128799967)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Hispanic,Race/Ethnicity,41,23.5,15.6,31.4,3712,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,RACE08,CAT4,_MENT14D,RESP224,"(64.84507995700051, -147.72205903599973)"
2021,DE,Delaware,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Some post-H.S.,Education Attained,144,15.9,12.7,19.2,3721,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,10,EDUCA3,CAT5,_MENT14D,RESP224,"(39.008830667000495, -75.57774116799965)"
2021,MS,Mississippi,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Less than H.S.,Education Attained,304,68.1,62.2,74.0,3713,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,28,EDUCA1,CAT5,_MENT14D,RESP222,"(32.745510099000455, -89.53803082499968)"
2021,GU,Guam,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,27,7.8,3.4,12.2,3700,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,66,RACE04,CAT4,_MENT14D,RESP224,"(13.444304, 144.793731)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$100,000-$199,999",Household Income,359,32.8,28.9,36.6,3741,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,INCOME06,CAT6,_MENT14D,RESP223,"(43.62538123900049, -72.51764079099962)"
2021,RI,Rhode Island,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,25-34,Age Group,106,17.1,13.6,20.5,3676,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,44,AGE02,CAT3,_MENT14D,RESP224,"(41.70828019300046, -71.52247031399963)"
2021,IA,Iowa,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"Multiracial, non-Hispanic",Race/Ethnicity,24,28.5,16.7,40.4,3709,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,19,RACE07,CAT4,_MENT14D,RESP224,"(42.46940091300047, -93.81649055599968)"
2021,MD,Maryland,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,330,23.8,20.3,27.2,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,24,INCOME04,CAT6,_MENT14D,RESP223,"(39.29058096400047, -76.60926011099963)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,65+,Age Group,100,11.0,7.6,14.3,3688,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,AGE09,CAT3,_MENT14D,RESP224,"(18.220833, -66.590149)"
2021,MT,Montana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Female,Gender,1754,53.2,51.0,55.5,3668,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,30,SEX2,CAT2,_MENT14D,RESP222,"(47.06652897200047, -109.42442064499971)"
2021,MN,Minnesota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,45-54,Age Group,303,10.3,9.0,11.5,3682,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,27,AGE04,CAT3,_MENT14D,RESP224,"(46.35564873600049, -94.79420050299967)"
2021,VT,Vermont,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,65+,Age Group,1753,73.6,71.1,76.1,3686,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,50,AGE09,CAT3,_MENT14D,RESP222,"(43.62538123900049, -72.51764079099962)"
2021,AZ,Arizona,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Hispanic,Race/Ethnicity,1157,60.6,57.8,63.5,3710,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,04,RACE08,CAT4,_MENT14D,RESP222,"(34.865970280000454, -111.76381127699972)"
2021,ND,North Dakota,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,Some post-H.S.,Education Attained,1314,61.6,58.6,64.5,3719,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,38,EDUCA3,CAT5,_MENT14D,RESP222,"(47.47531977900047, -100.11842104899966)"
2021,WY,Wyoming,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Female,Gender,281,18.1,15.4,20.8,3670,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,56,SEX2,CAT2,_MENT14D,RESP224,"(43.23554134300048, -108.10983035299967)"
2021,IL,Illinois,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,102,68.7,60.3,77.0,3698,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,17,RACE04,CAT4,_MENT14D,RESP222,"(40.48501028300046, -88.99771017799969)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,1087,25.6,23.8,27.4,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,SEX2,CAT2,_MENT14D,RESP223,"(21.304850435000446, -157.85774940299973)"
2021,ME,Maine,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,180,22.3,18.2,26.4,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,23,INCOME02,CAT6,_MENT14D,RESP224,"(45.254228894000505, -68.98503133599962)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$25,000-$34,999",Household Income,93,19.6,14.8,24.5,3733,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,INCOME03,CAT6,_MENT14D,RESP224,"(32.84057112200048, -86.63186076199969)"
2021,PR,Puerto Rico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$50,000-$99,999",Household Income,267,80.6,75.0,86.2,3737,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,72,INCOME05,CAT6,_MENT14D,RESP222,"(18.220833, -66.590149)"
2021,OH,Ohio,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,3129,58.8,57.0,60.6,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,39,EDUCA4,CAT5,_MENT14D,RESP222,"(40.06021014100048, -82.40426005599966)"
2021,HI,Hawaii,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"Asian, non-Hispanic",Race/Ethnicity,476,19.7,17.6,21.8,3699,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,15,RACE04,CAT4,_MENT14D,RESP223,"(21.304850435000446, -157.85774940299973)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Female,Gender,717,27.8,25.5,30.1,3669,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,SEX2,CAT2,_MENT14D,RESP223,"(32.84057112200048, -86.63186076199969)"
2021,NY,New York,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,65+,Age Group,2408,15.7,14.5,16.9,3687,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,36,AGE09,CAT3,_MENT14D,RESP223,"(42.82700103200045, -75.54397042699964)"
2021,KS,Kansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Less than $15,000",Household Income,272,41.6,36.3,46.9,3725,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,20,INCOME01,CAT6,_MENT14D,RESP222,"(38.34774030000045, -98.20078122699965)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Some post-H.S.,Education Attained,409,29.1,25.7,32.5,3720,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,EDUCA3,CAT5,_MENT14D,RESP223,"(64.84507995700051, -147.72205903599973)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Hispanic,Race/Ethnicity,75,26.9,20.2,33.6,3711,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,RACE08,CAT4,_MENT14D,RESP223,"(33.998821303000454, -81.04537120699968)"
2021,AK,Alaska,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$35,000-$49,999",Household Income,306,53.9,47.3,60.6,3734,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,02,INCOME04,CAT6,_MENT14D,RESP222,"(64.84507995700051, -147.72205903599973)"
2021,MA,Massachusetts,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,18-24,Age Group,152,19.6,16.1,23.2,3673,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,25,AGE01,CAT3,_MENT14D,RESP224,"(42.27687047000046, -72.08269067499964)"
2021,LA,Louisiana,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,Some post-H.S.,Education Attained,239,18.3,15.7,20.9,3721,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,22,EDUCA3,CAT5,_MENT14D,RESP224,"(31.31266064400046, -92.44568007099969)"
2021,NV,Nevada,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$35,000-$49,999",Household Income,69,21.2,15.1,27.3,3736,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,32,INCOME04,CAT6,_MENT14D,RESP224,"(39.493240390000494, -117.07184056399967)"
2021,KS,Kansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,College graduate,Education Attained,1912,29.2,27.9,30.4,3723,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,20,EDUCA4,CAT5,_MENT14D,RESP223,"(38.34774030000045, -98.20078122699965)"
2021,AL,Alabama,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$15,000-$24,999",Household Income,98,29.5,23.2,35.7,3730,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,01,INCOME02,CAT6,_MENT14D,RESP224,"(32.84057112200048, -86.63186076199969)"
2021,VI,Virgin Islands,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,College graduate,Education Attained,306,59.4,47.4,71.4,3722,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,78,EDUCA4,CAT5,_MENT14D,RESP222,"(18.335765, -64.896335)"
2021,NM,New Mexico,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,45-54,Age Group,525,57.9,53.5,62.3,3680,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,35,AGE04,CAT3,_MENT14D,RESP222,"(34.52088095200048, -106.24058098499967)"
2021,AR,Arkansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"$15,000-$24,999",Household Income,344,49.5,43.2,55.9,3728,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,05,INCOME02,CAT6,_MENT14D,RESP222,"(34.74865012400045, -92.27449074299966)"
2021,VA,Virginia,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"$35,000-$49,999",Household Income,222,25.9,22.1,29.8,3735,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,51,INCOME04,CAT6,_MENT14D,RESP223,"(37.54268067400045, -78.45789046299967)"
2021,NH,New Hampshire,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"Other, non-Hispanic",Race/Ethnicity,54,57.2,41.6,72.8,3704,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,33,RACE06,CAT4,_MENT14D,RESP222,"(43.65595011300047, -71.50036091999965)"
2021,SC,South Carolina,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,25-34,Age Group,136,19.8,16.2,23.4,3676,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,45,AGE02,CAT3,_MENT14D,RESP224,"(33.998821303000454, -81.04537120699968)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,52,30.7,14.0,47.4,3696,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,RACE03,CAT4,_MENT14D,RESP223,"(44.39319117400049, -89.81637074199966)"
2021,WI,Wisconsin,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),14+ days when mental health not good,"$50,000-$99,999",Household Income,143,10.5,8.3,12.7,3739,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,55,INCOME05,CAT6,_MENT14D,RESP224,"(44.39319117400049, -89.81637074199966)"
2021,AR,Arkansas,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),1-13 days when mental health not good,Some post-H.S.,Education Attained,322,27.5,24.0,31.0,3720,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,05,EDUCA3,CAT5,_MENT14D,RESP223,"(34.74865012400045, -92.27449074299966)"
2021,OR,Oregon,Days of Poor Health,Healthy Days,Days when mental health status not good (variable calculated from one or more BRFSS questions),Zero days when mental health not good,"American Indian or Alaskan Native, non-Hispanic",Race/Ethnicity,34,47.2,33.4,60.8,3695,%,Crude Prevalence,,,BRFSS,CLASS20,TOPIC71,41,RACE03,CAT4,_MENT14D,RESP222,"(44.56744942400047, -120.15503132599969)"
